Player,Nation,Pos,Squad,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Playing Time Mn/MP,Playing Time Min%,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG
Viktor Gyökeres,SWE,FW,Arsenal,27-333,33,25,"2,108",23.4,14,1,15,11,3,3,5,0,0.60,0.04,0.64,0.47,0.51,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,52,22,42.3,2.22,0.94,0.21,0.50,64,66.9,75,9,8,29,0,2.18,50,13,+37,+1.58,+1.49,0,32,28,4,7,1,5,N/a,N/a,0
Virgil van Dijk,NED,DF,Liverpool,34-299,34,34,"3,060",34.0,4,0,4,4,0,0,4,0,0.12,0.00,0.12,0.12,0.12,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,24,11,45.8,0.71,0.32,0.17,0.36,90,100.0,90,34,0,N/a,0,1.71,57,44,+13,+0.38,N/a,0,16,15,1,1,20,15,N/a,N/a,0
Vitaliy Mykolenko,UKR,DF,Everton,26-339,29,29,"2,598",28.9,0,1,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,9,2,22.2,0.31,0.07,0.00,0.00,90,84.9,90,26,0,N/a,1,1.45,38,38,0,0.00,0.00,0,26,26,0,85,26,23,N/a,N/a,1
Vitaly Janelt,GER,MF,Brentford,27-358,22,13,"1,261",14.0,1,4,5,1,0,0,7,0,0.07,0.29,0.36,0.07,0.36,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,12,3,25.0,0.86,0.21,0.08,0.33,57,40.0,83,10,9,20,3,1.50,24,16,+8,+0.57,+0.81,0,17,12,0,53,26,16,N/a,N/a,0
Walter Benítez,ARG,GK,Crystal Palace,33-104,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0.00,3,3,100.0,0,1,0,1,100.0,1,0,0,1,N/a,0,0,N/a,0.00,0.00,N/a,N/a,90,3.0,90,1,0,N/a,30,1.00,0,0,0,0.00,+0.09,0,0,0,0,0,0,0,N/a,N/a,0
Wataru Endo,JPN,DF,Liverpool,33-083,8,1,175,1.9,0,1,1,0,0,0,1,0,0.00,0.51,0.51,0.00,0.51,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1,0,0.0,0.51,0.00,0.00,N/a,22,5.7,68,0,7,15,11,2.00,6,5,+1,+0.51,+0.14,0,2,3,0,3,0,3,N/a,N/a,0
Wesley Fofana,FRA,DF,Chelsea,25-137,22,17,"1,491",16.6,0,1,1,0,0,0,7,1,0.00,0.06,0.06,0.00,0.06,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,8,1,12.5,0.48,0.06,0.00,0.00,68,48.7,80,9,5,26,5,1.55,23,20,+3,+0.18,-0.11,1,20,14,1,2,30,11,N/a,N/a,0
Wilfried Gnonto,ITA,FW,Leeds United,22-179,20,4,456,5.1,0,1,1,0,0,0,3,0,0.00,0.20,0.20,0.00,0.20,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,9,0,0.0,1.78,0.00,0.00,N/a,23,14.5,59,0,16,14,8,1.20,9,12,-3,-0.59,-0.53,0,7,9,0,17,3,12,N/a,N/a,0
Will Hughes,ENG,MF,Crystal Palace,31-016,29,17,"1,422",15.8,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,17,0,0.0,1.08,0.00,0.00,N/a,49,47.9,73,7,12,16,4,1.34,10,14,-4,-0.25,-0.31,0,21,21,0,40,14,15,N/a,N/a,0
William Osula,DEN,FW,Newcastle United,22-272,21,5,600,6.7,5,0,5,5,0,0,0,0,0.75,0.00,0.75,0.75,0.75,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,16,9,56.3,2.40,1.35,0.31,0.56,29,19.0,79,2,16,13,2,1.00,8,12,-4,-0.60,-0.60,0,21,10,1,3,1,2,N/a,N/a,0
William Saliba,FRA,DF,Arsenal,25-040,29,28,"2,434",27.0,1,0,1,1,0,0,1,0,0.04,0.00,0.04,0.04,0.04,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,5,1,20.0,0.18,0.04,0.20,1.00,84,77.3,85,26,1,45,0,2.24,58,20,+38,+1.41,+1.41,0,21,15,1,9,15,21,N/a,N/a,0
Wilson Isidor,HAI,FW,Sunderland,25-249,30,11,"1,121",12.5,5,0,5,5,0,0,1,0,0.40,0.00,0.40,0.40,0.40,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,40,16,40.0,3.21,1.28,0.13,0.31,37,35.6,71,0,19,18,3,1.33,16,17,-1,-0.08,+0.27,0,14,6,10,0,1,6,N/a,N/a,0
Wilson Odobert,FRA,"MF,FW",Tottenham Hotspur,21-156,24,10,985,10.9,0,2,2,0,0,0,0,0,0.00,0.18,0.18,0.00,0.18,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,21,8,38.1,1.92,0.73,0.00,0.00,41,32.2,68,1,14,22,2,1.08,16,13,+3,+0.27,+0.84,0,2,10,2,28,0,8,N/a,N/a,0
Xavi Simons,NED,"MF,FW",Tottenham Hotspur,23-012,28,19,"1,755",19.5,2,5,7,2,0,0,5,1,0.10,0.26,0.36,0.10,0.36,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,42,10,23.8,2.15,0.51,0.05,0.20,63,57.4,78,10,9,30,0,0.82,26,33,-7,-0.36,-0.15,0,21,44,0,51,15,20,N/a,N/a,0
Yankuba Minteh,GAM,MF,Brighton,21-285,31,24,"2,167",24.1,2,4,6,2,0,0,3,0,0.08,0.17,0.25,0.08,0.25,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,40,10,25.0,1.66,0.42,0.05,0.20,70,68.8,83,10,7,27,2,1.29,36,32,+4,+0.17,-0.29,0,29,22,10,136,13,34,N/a,N/a,0
Yasin Ayari,SWE,MF,Brighton,22-209,27,20,"1,905",21.2,3,3,6,3,0,0,1,0,0.14,0.14,0.28,0.14,0.28,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,41,10,24.4,1.94,0.47,0.07,0.30,71,60.5,86,15,7,25,2,1.56,31,23,+8,+0.38,+0.31,0,23,28,0,23,25,25,N/a,N/a,0
Yehor Yarmoliuk,UKR,MF,Brentford,22-063,35,28,"2,493",27.7,1,2,3,1,0,0,7,0,0.04,0.07,0.11,0.04,0.11,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,16,4,25.0,0.58,0.14,0.06,0.25,71,79.1,83,15,7,26,0,1.46,40,38,+2,+0.07,-0.06,0,37,12,1,29,27,42,N/a,N/a,0
Yeremi Pino,ESP,"MF,FW",Crystal Palace,23-195,30,23,"1,886",21.0,2,1,3,2,0,0,4,0,0.10,0.05,0.14,0.10,0.14,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,41,11,26.8,1.96,0.52,0.05,0.18,63,63.5,76,4,7,20,1,1.27,18,22,-4,-0.19,-0.27,0,29,22,10,73,7,19,N/a,N/a,0
Yerson Mosquera,COL,DF,Wolves,25-001,24,21,"1,866",20.7,0,0,0,0,0,0,11,0,0.00,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,25,6,24.0,1.21,0.29,0.00,0.00,78,59.2,85,14,3,26,6,0.71,19,35,-16,-0.77,+0.77,0,27,39,1,18,18,32,N/a,N/a,2
Yoane Wissa,COD,FW,Newcastle United,29-242,16,4,480,5.3,1,0,1,1,0,0,2,0,0.19,0.00,0.19,0.19,0.19,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,13,5,38.5,2.44,0.94,0.08,0.20,30,15.2,70,0,12,17,4,1.06,9,9,0,0.00,+0.13,0,6,1,4,1,0,4,N/a,N/a,0
Youri Tielemans,BEL,MF,Aston Villa,28-361,21,18,"1,575",17.5,0,4,4,0,0,0,0,0,0.00,0.23,0.23,0.00,0.23,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,19,4,21.1,1.09,0.23,0.00,0.00,75,51.5,84,12,3,22,0,1.90,25,22,+3,+0.17,+0.05,0,23,32,1,36,14,33,N/a,N/a,0
Yves Bissouma,MLI,MF,Tottenham Hotspur,29-246,10,7,579,6.4,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,5,2,40.0,0.78,0.31,0.00,0.00,58,18.9,68,1,3,35,1,0.60,6,16,-10,-1.55,-1.55,0,8,6,0,1,8,11,N/a,N/a,0
Zach Abbott,ENG,DF,Nottingham Forest,19-355,2,1,120,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0,0,N/a,0.00,0.00,N/a,N/a,60,3.9,75,0,1,45,11,0.00,0,4,-4,-3.00,-3.00,0,2,1,0,3,2,2,N/a,N/a,0
Zian Flemming,NED,FW,Burnley,27-275,26,18,"1,517",16.9,9,0,9,7,2,2,3,0,0.53,0.00,0.53,0.42,0.42,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,45,19,42.2,2.67,1.13,0.16,0.37,58,48.2,79,5,8,13,3,0.65,20,31,-11,-0.65,+0.73,0,41,25,3,6,6,6,N/a,N/a,0
Álex Jiménez,ESP,"DF,MF",Bournemouth,20-360,30,25,"2,227",24.7,1,0,1,1,0,0,10,0,0.04,0.00,0.04,0.04,0.04,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,20,4,20.0,0.81,0.16,0.05,0.25,74,72.8,83,11,5,29,1,1.43,38,38,0,0.00,0.00,0,33,19,0,46,27,44,N/a,N/a,0
Đorđe Petrović,SRB,GK,Bournemouth,26-207,34,34,"3,060",34.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,52,1.53,146,100,68.5,11,16,7,9,26.5,6,6,0,0,0.0,0,0,N/a,0.00,0.00,N/a,N/a,90,100.0,90,34,0,N/a,0,1.44,52,52,0,0.00,N/a,0,0,2,0,0,0,0,N/a,N/a,1
